id,id_HIT,id_assignment,id_worker,module,section,time_landed,time_instruction_shown,time_consent_shown,time_consented,category_question,id_question,id_question_serial,id_article,correct_answer,time_question_begin,time_yesNo_prior_shown,answer_yesNo_prior,time_yesNo_prior_answered,answer_correct,time_yesNo_prior_spent,confidence_prior,time_article_shown,time_article_finish,time_article_spent,answer_yesNo_after,time_yesNo_after_shown,time_yesNo_after_answered,time_yesNo_after_spent,confidence_YesNo_after,content_relatedness,time_content_related_shown,time_content_related_answered,time_content_related_spent,author_position,time_author_position_shown,time_author_position_answered,time_author_position_spent,cc1_accuracy,cc2_completeness,cc3_authority,cc4_usefulness,cc5_accessibility,time_quality_cc_shown,time_quality_cc_answered,time_quality_cc_spent,quality_single,time_quality_single_spent,author_fname,author_fname_ethnicity,author_lname,nudge_words,confidence_evaluation,affiliation,affiliation_tier,affiliation_location,time_question_end,time_question_spent,time_session_spent,completion_code,statuses,time_question_shown
5357,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3OS4RQUCR9FRDCJXIPJUQJQ696GBFK,A12HLCUXMU9JYT,,ethnic_name,,,,,atkins,1,2,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3OS4RQUCR9FRDCJXIPJUQJQ696GBFK,A12HLCUXMU9JYT,,ethnic_name,,,,,cold,7,3,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3OS4RQUCR9FRDCJXIPJUQJQ696GBFK,A12HLCUXMU9JYT,,ethnic_name,,,,,cold,7,4,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3OS4RQUCR9FRDCJXIPJUQJQ696GBFK,A12HLCUXMU9JYT,,ethnic_name,,,,,breast-cancer,5,5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3OS4RQUCR9FRDCJXIPJUQJQ696GBFK,A12HLCUXMU9JYT,,ethnic_name,,,,,breast-cancer,5,6,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,landing,2021-05-28 21:33:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5363,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,consent,,,2021-05-28 21:33:59,2021-05-28 21:34:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,atkins,1,1,116,,2021-05-28 21:34:08,,Yes,2021-05-28 21:34:20,,,5,2021-05-28 21:34:08,2021-05-28 21:34:08,0,Yes,,,,6,7,,,,Conflict,,,,6,6,6,7,6,,,,,,Kareem,african,Jackson,,,,,,2021-05-28 21:35:47,99,,,,
5365,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,atkins,1,2,103,,2021-05-28 21:35:47,,Yes,2021-05-28 21:35:57,,,5,2021-05-28 21:35:48,2021-05-28 21:35:48,0,,,,,,,,,,,,,,,,,,,,,,,,Leroy,african,Thomas,,,,,,,,,,,
5366,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,cold,7,3,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,cold,7,4,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,breast-cancer,5,5,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,389A2A304OIG3TYK35R29CDSQHFC0C,3IAEQB9FMEKM3V3CMAK0PX067UGWD8,A1CE2XPYCDRHVZ,,ethnic_name,,,,,breast-cancer,5,6,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,landing,2021-05-28 21:35:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,consent,,,2021-05-28 21:35:30,2021-05-28 21:35:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,landing,2021-05-28 21:35:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,landing,2021-05-28 21:35:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,consent,,,2021-05-28 21:35:35,2021-05-28 21:35:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,389A2A304OIG3TYK35R29CDSQHFC0C,38F5OAUN5NCOPW7D0YVEO2GN6V1H71,A30UE6DWFNUCWX,,ethnic_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,,completed,
5376,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,consent,,,2021-05-28 21:35:42,2021-05-28 21:35:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,atkins,1,1,193,,2021-05-28 21:35:45,,No,2021-05-28 21:36:12,,,7,2021-05-28 21:35:45,2021-05-28 21:35:45,0,,,,,,,,,,,,,,,,,,,,,,,,Greg,white,Jones,,,,,,,,,,,
5378,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,atkins,1,2,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,cold,7,3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5380,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,cold,7,4,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,breast-cancer,5,5,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,389A2A304OIG3TYK35R29CDSQHFC0C,39N5ACM9HENKGWTUY813B79KNC0P9R,AKSLU0C30G3JT,,ethnic_name,,,,,breast-cancer,5,6,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,cold,7,1,134,,2021-05-28 21:35:48,,,,,,,2021-05-28 21:35:48,2021-05-28 21:35:48,0,,,,,,,,,,,,,,,,,,,,,,,,Richard,neutral,Brown,,,,,,,,,,,
5384,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,cold,7,2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,atkins,1,3,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,atkins,1,4,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,breast-cancer,5,5,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,3OQQD2WO8I63XOJHE257MD9U6YJI3F,323Q6SJS8IG14PMJIHTQCUT44JLHF6,A24PRZS7ANKGO3,,ethnic_name,,,,,breast-cancer,5,6,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3UOUJI6MTDEN9XJOIA6B1GI12WJUXB,A1CHC8M7CWC254,,landing,2021-05-28 21:35:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,31MBOZ6PAORT0PN6SYDL7W5GTFQCLL,3UOUJI6MTDEN9XJOIA6B1GI12WJUXB,A1CHC8M7CWC254,,consent,,,2021-05-28 21:35:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,389A2A304OIG3TYK35R29CDSQHFC0C,38F5OAUN5NCOPW7D0YVEO2GN6V1H71,A30UE6DWFNUCWX,,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A30UE6DWFNUCWX-YK3XDL,completed,
5392,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,breast-cancer,5,1,189,,2021-05-28 21:36:24,,Yes,2021-05-28 21:36:35,,,5,2021-05-28 21:36:24,2021-05-28 21:36:24,0,Yes,,,,6,7,,,,Yes,,,,7,7,7,6,5,,,,,,Jay,white,Brown,,,,,,2021-05-28 21:37:00,36,,,,
5393,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,breast-cancer,5,2,64,,2021-05-28 21:37:00,,Yes,2021-05-28 21:37:10,,,7,2021-05-28 21:37:01,2021-05-28 21:37:01,0,No,,,,6,6,,,,No,,,,5,5,5,5,5,,,,,,Richard,neutral,Williams,,,,,,2021-05-28 21:37:36,36,,,,
5394,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,atkins,1,3,102,,2021-05-28 21:37:36,,No,2021-05-28 21:37:56,,,6,2021-05-28 21:37:36,2021-05-28 21:37:36,0,Yes,,,,5,6,,,,Yes,,,,5,5,5,5,5,,,,,,Jay,white,Williams,,,,,,2021-05-28 21:38:31,55,,,,
5395,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,atkins,1,4,117,,2021-05-28 21:38:31,,Yes,2021-05-28 21:38:41,,,5,2021-05-28 21:38:31,2021-05-28 21:38:31,0,Yes,,,,5,5,,,,Yes,,,,6,6,6,6,6,,,,,,Nathaniel,neutral,Davis,,,,,,2021-05-28 21:39:12,41,,,,
5396,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,cold,7,5,168,,2021-05-28 21:39:12,,No,2021-05-28 21:39:23,,,6,2021-05-28 21:39:12,2021-05-28 21:39:12,0,No,,,,6,7,,,,No,,,,6,6,6,6,6,,,,,,Nathan,neutral,Jackson,,,,,,2021-05-28 21:39:52,40,,,,
5397,3OQQD2WO8I63XOJHE257MD9U6YJI3F,35GMH2SV3EHJQS8ARJ4AEL5544KEO9,A14FS91WJAXDBN,,ethnic_name,,,,,cold,7,6,169,,2021-05-28 21:39:52,,No,2021-05-28 21:40:05,,,6,2021-05-28 21:39:52,2021-05-28 21:39:52,0,No,,,,6,7,,,,No,,,,7,7,7,7,7,,,,,,Ethan,neutral,Davis,,,,,,2021-05-28 21:40:30,38,,,,
5398,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,landing,2021-05-28 21:36:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,landing,2021-05-28 21:37:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,consent,,,2021-05-28 21:36:44,2021-05-28 21:36:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,landing,2021-05-28 21:37:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,cold,7,1,164,,2021-05-28 21:37:01,,Yes,2021-05-28 21:38:32,,,5,2021-05-28 21:37:01,2021-05-28 21:37:01,0,Yes,,,,7,6,,,,Yes,,,,6,7,4,6,5,,,,,,Caleb,neutral,Jones,,,,,,2021-05-28 21:41:30,269,,,,
5403,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,cold,7,2,129,,2021-05-28 21:41:30,,Yes,2021-05-28 21:42:35,,,7,2021-05-28 21:41:30,2021-05-28 21:41:30,0,Yes,,,,6,7,,,,Yes,,,,4,3,6,2,4,,,,,,Brendan,white,Jackson,,,,,,2021-05-28 21:43:22,112,,,,
5404,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,breast-cancer,5,3,71,,2021-05-28 21:43:22,,No,2021-05-28 21:43:52,,,5,2021-05-28 21:43:22,2021-05-28 21:43:22,0,Yes,,,,6,6,,,,No,,,,6,5,2,5,6,,,,,,Nathan,neutral,Brown,,,,,,2021-05-28 21:45:22,120,,,,
5405,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,breast-cancer,5,4,71,,2021-05-28 21:43:22,,No,2021-05-28 21:43:52,,,5,2021-05-28 21:43:22,2021-05-28 21:43:22,0,Yes,,,,6,6,,,,No,,,,6,5,2,5,6,,,,,,Nathan,neutral,Brown,,,,,,2021-05-28 21:45:22,120,,,,
5406,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,atkins,1,5,108,,2021-05-28 21:45:22,,Yes,2021-05-28 21:45:57,,,7,2021-05-28 21:45:22,2021-05-28 21:45:22,0,Yes,,,,6,7,,,,Yes,,,,5,4,3,6,5,,,,,,Brad,white,Smith,,,,,,2021-05-28 21:47:31,129,,,,
5407,389A2A304OIG3TYK35R29CDSQHFC0C,3137ONMDKG5VYFRC30R29CW3DITEGM,A2C9X7PFN88GM0,,ethnic_name,,,,,atkins,1,6,113,,2021-05-28 21:47:31,,Yes,2021-05-28 21:48:02,,,7,2021-05-28 21:47:31,2021-05-28 21:47:31,0,Yes,,,,7,5,,,,Yes,,,,5,6,3,4,7,,,,,,Brendan,white,Miller,,,,,,2021-05-28 21:48:53,82,,,,
5408,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,landing,2021-05-28 21:37:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,consent,,,2021-05-28 21:37:15,2021-05-28 21:37:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,consent,,,2021-05-28 21:37:19,2021-05-28 21:37:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,consent,,,2021-05-28 21:37:22,2021-05-28 21:37:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,cold,7,1,121,,2021-05-28 21:37:26,,Yes,2021-05-28 21:37:42,,,7,2021-05-28 21:37:26,2021-05-28 21:37:26,0,Yes,,,,6,7,,,,Conflict,,,,5,4,4,6,7,,,,,,Joshua,neutral,Johnson,,,,,,2021-05-28 21:40:29,183,,,,
5413,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,cold,7,2,139,,2021-05-28 21:40:29,,Yes,2021-05-28 21:40:41,,,5,2021-05-28 21:40:29,2021-05-28 21:40:29,0,,,,,,,,,,,,,,,,,,,,,,,,Marcus,neutral,Johnson,,,,,,,,,,,
5414,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,breast-cancer,5,3,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,breast-cancer,5,4,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,atkins,1,5,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,3X878VYTIEI1OGIEF62CWX8IV8D7FI,3DUZQ9U6SMOFQVMPTQATYU3S1OQSVQ,A2ZE2IPHK152KA,,ethnic_name,,,,,atkins,1,6,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,cold,7,1,137,,2021-05-28 21:37:29,,No,2021-05-28 21:38:04,,,4,2021-05-28 21:37:29,2021-05-28 21:37:29,0,No,,,,7,7,,,,Conflict,,,,6,5,6,6,7,,,,,,Joshua,neutral,Jones,,,,,,2021-05-28 21:39:50,141,,,,
5419,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,cold,7,2,165,,2021-05-28 21:39:50,,No,2021-05-28 21:40:05,,,5,2021-05-28 21:39:50,2021-05-28 21:39:50,0,No,,,,6,6,,,,No,,,,6,5,6,5,6,,,,,,Greg,white,Williams,,,,,,2021-05-28 21:41:01,71,,,,
5420,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,breast-cancer,5,3,77,,2021-05-28 21:41:01,,Yes,2021-05-28 21:41:14,,,7,2021-05-28 21:41:01,2021-05-28 21:41:01,0,Yes,,,,7,7,,,,Yes,,,,6,5,6,5,6,,,,,,Brad,white,Thomas,,,,,,2021-05-28 21:41:59,58,,,,
5421,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,breast-cancer,5,4,75,,2021-05-28 21:41:59,,Yes,2021-05-28 21:42:06,,,7,2021-05-28 21:41:59,2021-05-28 21:41:59,0,No,,,,5,5,,,,No,,,,6,5,6,5,6,,,,,,Brett,white,Miller,,,,,,2021-05-28 21:43:04,65,,,,
5422,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,atkins,1,5,117,,2021-05-28 21:43:04,,No,2021-05-28 21:43:17,,,4,2021-05-28 21:43:04,2021-05-28 21:43:04,0,Yes,,,,5,5,,,,Yes,,,,5,6,5,6,5,,,,,,Marcus,neutral,Lee,,,,,,2021-05-28 21:43:53,49,,,,
5423,3W31J70BASWIGJ5O7Y1KSWS14FLCKI,3F6HPJW4JD0Z0L5WPL0JTE92A3TW21,A3FMBSTZ3ZGSV1,,ethnic_name,,,,,atkins,1,6,103,,2021-05-28 21:43:53,,Yes,2021-05-28 21:44:00,,,5,2021-05-28 21:43:53,2021-05-28 21:43:53,0,No,,,,6,6,,,,No,,,,6,5,6,5,6,,,,,,Greg,white,Miller,,,,,,2021-05-28 21:44:28,35,,,,
5424,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,atkins,1,1,191,,2021-05-28 21:37:40,,Yes,2021-05-28 21:38:07,,,3,2021-05-28 21:37:40,2021-05-28 21:37:40,0,Yes,,,,6,7,,,,Yes,,,,7,6,7,6,6,,,,,,Darnell,african,Davis,,,,,,2021-05-28 21:48:33,653,,,,
5425,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,atkins,1,2,101,,2021-05-28 21:48:33,,Yes,2021-05-28 21:49:03,,,6,2021-05-28 21:48:33,2021-05-28 21:48:33,0,Yes,,,,6,6,,,,Yes,,,,7,6,7,7,7,,,,,,Neil,white,Miller,,,,,,2021-05-28 21:53:39,306,,,,
5426,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,breast-cancer,5,3,74,,2021-05-28 21:53:39,,Yes,2021-05-28 21:53:55,,,1,2021-05-28 21:53:39,2021-05-28 21:53:39,0,Yes,,,,6,7,,,,Yes,,,,7,5,6,6,7,,,,,,Jermaine,african,Davis,,,,,,2021-05-28 21:55:45,126,,,,
5427,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,breast-cancer,5,4,186,,2021-05-28 21:55:45,,Yes,2021-05-28 21:55:59,,,6,2021-05-28 21:55:45,2021-05-28 21:55:45,0,Yes,,,,7,6,,,,Yes,,,,6,6,7,6,7,,,,,,Hakim,african,Brown,,,,,,2021-05-28 21:58:12,147,,,,
5428,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,cold,7,5,133,,2021-05-28 21:58:12,,Yes,2021-05-28 21:58:29,,,5,2021-05-28 21:58:12,2021-05-28 21:58:12,0,No,,,,5,5,,,,No,,,,6,6,6,5,5,,,,,,Caleb,neutral,Smith,,,,,,2021-05-28 22:00:00,108,,,,
5429,3OQQD2WO8I63XOJHE257MD9U6YJI3F,3PM8NZGV8YGVH4C711M6RFLCZBDXQ9,A9RTF93E7PHNG,,ethnic_name,,,,,cold,7,6,131,,2021-05-28 22:00:00,,No,2021-05-28 22:00:09,,,5,2021-05-28 22:00:00,2021-05-28 22:00:00,0,No,,,,7,7,,,,No,,,,7,7,7,6,7,,,,,,Geoffrey,white,Brown,,,,,,2021-05-28 22:01:23,83,,,,
5430,3WRKFXQBOB74DRG53NYXC757FZEIYL,338JKRMM26Z68Y5B717YYTID739AHN,A2EH7IQCDH2Q5D,,landing,2021-05-28 21:39:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,3WRKFXQBOB74DRG53NYXC757FZEIYL,338JKRMM26Z68Y5B717YYTID739AHN,A2EH7IQCDH2Q5D,,consent,,,2021-05-28 21:39:15,2021-05-28 21:39:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
